5.222436830103112015e+01,5.234162137810660198e+01,5.158887089816455784e+01,5.253502860460032764e+01,5.288283583659627141e+01,5.285616856953240017e+01,5.253404404363512015e+01,5.313576844841704627e+01,5.412124118818105245e+01,5.584573685478409288e+01,5.711497631046975698e+01,5.762511143689907556e+01,5.827492856351164363e+01,5.833165317480784751e+01,5.857156675385027711e+01,5.908680009856471571e+01,5.911486625315058063e+01,5.936279529309271652e+01,5.965915590182934380e+01,6.018744466962125728e+01,6.048650204392263419e+01,6.059519311117216489e+01,5.998610841068358468e+01,5.974586847519613286e+01,5.917979497548449785e+01,5.811823743582276336e+01,5.837682543903311938e+01,5.841372822665479703e+01,5.905993504106747594e+01,6.029939774772102368e+01,6.102395587081490191e+01,6.126202969663879827e+01,6.189610980151422837e+01,6.197469136576933835e+01,6.118274000653016031e+01,6.130734716282447039e+01,6.127370822477828938e+01,6.061452328284836000e+01,5.992643926171403024e+01,6.020543642818498142e+01,6.051754154952433851e+01,5.969453871208995110e+01,5.858548451941105384e+01,5.817072674084678141e+01,5.764795616026602687e+01,5.698981895941537346e+01,5.790576374058804277e+01,5.850330746654280034e+01,5.874373330080334199e+01,5.837583322605900094e+01,5.742906408331663215e+01,5.640041135754345447e+01
5.295051896431056093e+01,5.328050827659289723e+01,5.304443427336618555e+01,5.276451889027291742e+01,5.379884836833349482e+01,5.431510928363312019e+01,5.590840610425267698e+01,5.752449759123662432e+01,5.747421363884610912e+01,5.794948803773888102e+01,5.774715821100809876e+01,5.760818654734703159e+01,5.713995669998250548e+01,5.709421157444830186e+01,5.793207684563353155e+01,5.884866643260116348e+01,5.898532368888360367e+01,5.920863306393741254e+01,6.002629391422642868e+01,6.080331593853335903e+01,6.030383566274813489e+01,6.001908416915598110e+01,5.991667701244283251e+01,5.972253194875260363e+01,5.928539754999960820e+01,5.911462191889555839e+01,6.008767940445898148e+01,6.056560181839245161e+01,6.074539455193703930e+01,6.037356254150567025e+01,5.953761250813865047e+01,5.944124192718518884e+01,5.964893058682918081e+01,5.911762081395927737e+01,5.806670289290507014e+01,5.767849353585333461e+01,5.926125579609412597e+01,5.994249674974899733e+01,6.020518070830181756e+01,6.019452858598621958e+01,6.024959461262439930e+01,6.002389419842663898e+01,5.922440396418186026e+01,5.764432080930163238e+01,5.666258391473591871e+01,5.611387864694363259e+01,5.897136169826636376e+01,6.045161477713912035e+01,6.110413996202656506e+01,6.057996356294118812e+01,5.889791237327332851e+01,5.746664779615447571e+01
5.155553302899203061e+01,5.099542130860225342e+01,5.174906741184350523e+01,5.347527704188010489e+01,5.399181400026144217e+01,5.443128215026382577e+01,5.463891637681120983e+01,5.478224135696947883e+01,5.583589794646358939e+01,5.569996804285440817e+01,5.594329766494858092e+01,5.665780156901561782e+01,5.771679671433730618e+01,5.845341236023679699e+01,5.845932845489140561e+01,5.960254743966171986e+01,6.037634191969039676e+01,6.034775766597867630e+01,5.931715599840359232e+01,6.167258271214549836e+01,6.244008551416744268e+01,6.301609603252033764e+01,6.198821460650503923e+01,6.162267617987103563e+01,6.310680026592189051e+01,6.343164640103719165e+01,6.146569745832745468e+01,6.014217088170126146e+01,5.878140929758983191e+01,5.802648938567966752e+01,5.956536422821550758e+01,6.011566404523471618e+01,5.999552042966932675e+01,6.007024823999544338e+01,6.034239703301334146e+01,5.999298726795950643e+01,5.962533031175894394e+01,5.962329670854023789e+01,5.947044262767305867e+01,5.860215438450175185e+01,5.776914065154275590e+01,5.663863289458251415e+01,5.612030971964799875e+01,5.454108617999851560e+01,5.507922225197098243e+01,5.496802183225194938e+01,5.635304991185061851e+01,5.740457837308034783e+01,5.736916451393295091e+01,5.603046204446880552e+01,5.448317456641287038e+01,5.339432776725686836e+01
5.631708383513667826e+01,5.597228283916570035e+01,5.464490815672842672e+01,5.449752091136669208e+01,5.422140059396036094e+01,5.387954512162273346e+01,5.455750043996509646e+01,5.494790677366796672e+01,5.549583297621041567e+01,5.679634959440974740e+01,5.710760610451099950e+01,5.731943737728396826e+01,5.704175405934822152e+01,5.756265259577475035e+01,5.782363094892639310e+01,5.744547015343847818e+01,5.790605401129575824e+01,5.909472016029489083e+01,5.982930901670091117e+01,5.951429539148574577e+01,5.978881715324047263e+01,6.034975897964928038e+01,6.079556338851269714e+01,6.071224578241722725e+01,5.966901652278943402e+01,5.738968096559997178e+01,5.741462536234013214e+01,5.788745206977149849e+01,5.930387353152998742e+01,6.010589696287408401e+01,6.002000418710805718e+01,5.908061535657415675e+01,5.815167681788643961e+01,5.940849037445768488e+01,6.025350395025445494e+01,6.058079751807989055e+01,6.089669278953097376e+01,6.132637929887093264e+01,6.125328704710230454e+01,6.101294485514749510e+01,6.100202266201829104e+01,6.094031835430001820e+01,6.272331484180205052e+01,6.216823811617055640e+01,6.157522214344814415e+01,5.937452883999895903e+01,5.919559470361814135e+01,5.858513741522343565e+01,5.863690976607983885e+01,5.874007082481775655e+01,5.806778939894390135e+01,5.677715527667541551e+01
5.356252958925044538e+01,5.410969847283331546e+01,5.466733162934702506e+01,5.499473150812369937e+01,5.598105521369987514e+01,5.664934764395056987e+01,5.793762906366497134e+01,5.941577894404613147e+01,5.956019296242092764e+01,5.992750186104917987e+01,6.046748072892845016e+01,6.106325990595399844e+01,6.095098693432554882e+01,6.023810456731305152e+01,6.143134269474476383e+01,6.215960515978600398e+01,6.251933571979019177e+01,6.256586191777724082e+01,6.219074849561316398e+01,6.008741326770039137e+01,5.834451056897720633e+01,5.893985483009494430e+01,5.857024937987254276e+01,5.778842700109188257e+01,5.968189777439913257e+01,6.019847374421126318e+01,6.090696956396863015e+01,6.203505527515615370e+01,6.283061878569539971e+01,6.309886461394966517e+01,6.298620507284713455e+01,6.257551973486542352e+01,6.181096092022198718e+01,6.118236249518705705e+01,6.207143461705694421e+01,6.238455292813035413e+01,6.194753877760227567e+01,6.062025996074089562e+01,6.011597004683628143e+01,6.000935012789402379e+01,5.985514003676299666e+01,5.888163576174945746e+01,5.739931535671030360e+01,5.693814651298197305e+01,5.713245215608591820e+01,5.697900315989038234e+01,5.703963029153275954e+01,5.781424514439342488e+01,5.876624168001056603e+01,6.025334988986377027e+01,6.043156474544105805e+01,5.966040234472195891e+01
5.242028308947504200e+01,5.354786209517106954e+01,5.460244629940098804e+01,5.607274558607279147e+01,5.652209676266858196e+01,5.621302313098745884e+01,5.656233310018546945e+01,5.611251668970108142e+01,5.692261671701098180e+01,5.821067918757221094e+01,5.988394017020134186e+01,6.167929247030559736e+01,6.251666578633966509e+01,6.247749017486754752e+01,6.265418373099106475e+01,6.227754663168329330e+01,6.188315953421887627e+01,6.181034234239927372e+01,6.175290158546978603e+01,6.064551371531750590e+01,6.029638936033396135e+01,5.931500370577343517e+01,6.007908118961492505e+01,6.095796294472155097e+01,6.161977580149723366e+01,6.176103098573350536e+01,6.140880141459537356e+01,6.070794024668936117e+01,5.974331460309576869e+01,5.935222594515279582e+01,5.917482180166273764e+01,5.867132089798089112e+01,5.858905074797549162e+01,5.980549394369823091e+01,6.011168204457256792e+01,6.059729683334951034e+01,6.035659067306140457e+01,6.065440862039455538e+01,6.105616239285578217e+01,6.101403266623732691e+01,6.035425345601896652e+01,5.982602272183199688e+01,5.911596877265984062e+01,5.803569581260509835e+01,5.792140847777084645e+01,5.916543534047071518e+01,5.892441181120291560e+01,5.762484481105691714e+01,5.752091321346641450e+01,5.736760060995436561e+01,5.604089186304559433e+01,5.618092461261962711e+01
5.308744168902410365e+01,5.405672851101211052e+01,5.412428332339189296e+01,5.345863262867202081e+01,5.305098094982970736e+01,5.274536626400216477e+01,5.253740452807141992e+01,5.348717345165094628e+01,5.401996906890592243e+01,5.579819021592393113e+01,5.776625907164881824e+01,5.859991147609289186e+01,5.841232734408535521e+01,5.841234769025816576e+01,5.819717651665019531e+01,5.725185124533795999e+01,5.531078936342720453e+01,5.485272393353717746e+01,5.517935092238210615e+01,5.721990119766174843e+01,5.827478771949883907e+01,5.903206008054394260e+01,5.928838245627056835e+01,5.909248417393940400e+01,5.864126856473323812e+01,5.896417051915187102e+01,5.900045400055472555e+01,5.851533848508762503e+01,5.910929617827331839e+01,6.060901013847983165e+01,6.125941808161830693e+01,6.241220768236829741e+01,6.319562262672121022e+01,6.323239811292117452e+01,6.272986918421095481e+01,6.159315512568817041e+01,6.005664054742331359e+01,6.148953072771023187e+01,6.229075307143795470e+01,6.234104579759809894e+01,6.136354617815662493e+01,5.995940490800414580e+01,5.830153495599095947e+01,5.883523333238075281e+01,5.951382145403048440e+01,5.993342555470486843e+01,6.051183291845229917e+01,6.071028254747621133e+01,6.232012537547259257e+01,6.310399694389872849e+01,6.285331462988763462e+01,6.181397870449537635e+01
5.501534807507957225e+01,5.478003803599474253e+01,5.472880718337268746e+01,5.472561103139108241e+01,5.451324721836063247e+01,5.390176664933153461e+01,5.357720020996865173e+01,5.546867883666558185e+01,5.743229975700872103e+01,5.792070818299131219e+01,5.716308189958787978e+01,5.864057818227663432e+01,5.988715846386504893e+01,6.117381422717195960e+01,6.149030220183540507e+01,6.127617609137880095e+01,6.041864026890368677e+01,5.891875885909399102e+01,5.960408744751617860e+01,5.891567071032347513e+01,5.887354023274460957e+01,5.686609152891784902e+01,5.864828217253730713e+01,6.003678881072423223e+01,6.103078784896764830e+01,6.165971253151265330e+01,6.141449773064171325e+01,6.087926680154923531e+01,5.975473505927678275e+01,5.868058080433599599e+01,5.818276643884722432e+01,5.722595430422121865e+01,5.701138379834689829e+01,5.773295569626284163e+01,5.816257047180791773e+01,5.803652224926751302e+01,5.954972315104329539e+01,6.046437790183820482e+01,6.050367424383375692e+01,6.153117458538581985e+01,6.200290597266102566e+01,6.140044817149816936e+01,5.963264549593980490e+01,5.723270522463637633e+01,5.710194600726079273e+01,5.852008147975210761e+01,5.852530020662243970e+01,5.794306407430730843e+01,5.863842832519389248e+01,5.831233880008763748e+01,5.727495118619802383e+01,5.674992327327466057e+01
5.576891941074666192e+01,5.467803328889912962e+01,5.485201535885823887e+01,5.582800313251330238e+01,5.694689203053081172e+01,5.750003943619660163e+01,5.819347431754132316e+01,5.832385051888923044e+01,5.804757660023404497e+01,5.740317315357444983e+01,5.687001604636455454e+01,5.640702903581762229e+01,5.675929795291138902e+01,5.716087877706354448e+01,5.710851411047946158e+01,5.779451410881203799e+01,5.858779787352132473e+01,5.854247142290925865e+01,5.816762985029932054e+01,5.913158767015797679e+01,5.877227356895830468e+01,5.767433709870851288e+01,5.582154766464273621e+01,5.712715682222817293e+01,5.795832337363144404e+01,5.764238503980838146e+01,5.709162823454303037e+01,5.694350808850316525e+01,5.602625067629135458e+01,5.716191511383922830e+01,5.788594139152379370e+01,5.815471049049045149e+01,5.851588035230130913e+01,5.796702298228068173e+01,5.851521420458460199e+01,5.873759097091914327e+01,5.890860663460536273e+01,5.851908534085340108e+01,5.712333562229561323e+01,5.723501230875876900e+01,5.817626348995555929e+01,5.887994974834165163e+01,5.927299926880043301e+01,5.889428640025923301e+01,5.961937076176280925e+01,6.219985659659312205e+01,6.263493598823156105e+01,6.206701071236775391e+01,6.085893975922103039e+01,6.117885945348410814e+01,6.076861889643495118e+01,6.181850637457171160e+01
5.832190369581371669e+01,6.021243669342727145e+01,6.275929090617152895e+01,6.248804856322776402e+01,6.234326232024203307e+01,6.116345123709677978e+01,5.951553576232634413e+01,6.045271989973430493e+01,6.134856845068038922e+01,6.107565858938514225e+01,5.984867062142274818e+01,5.975422969827909014e+01,6.110172217520768356e+01,6.084295795776683491e+01,5.853942725291801707e+01,5.721963241247458143e+01,5.668973004242865699e+01,5.612282255815894416e+01,5.483952806680477465e+01,5.400910160776396651e+01,5.536937523630994917e+01,5.625811964467512638e+01,5.625574604697028747e+01,5.745663442623210670e+01,5.783065181523518561e+01,5.738939273278698749e+01,5.598279668779611740e+01,5.492400650261713935e+01,5.541817907025198053e+01,5.653177109111492626e+01,5.608110892888159071e+01,5.592720667177309934e+01,5.566558025384765784e+01,5.596518614519364121e+01,5.734749462854016144e+01,5.744292803894589383e+01,5.835063376743080710e+01,5.938103714563220592e+01,5.948971297157297045e+01,5.957999776217032917e+01,5.989805247240565222e+01,6.080625421142433140e+01,5.999789281475489844e+01,6.062386878713258653e+01,6.197418040584162213e+01,6.105529688632185525e+01,6.041665271726320441e+01,6.124251335482910008e+01,6.250402939691986859e+01,6.399640735516095447e+01,6.470105445866434479e+01,6.447841712606611964e+01
