,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,118,119,120,121,122,123,124,125,126,130,131,132,133,134,135,136,137,138,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
0,(-310+64j),(-308-215j),(-67-410j),(256-365j),(468-90j),(425+288j),(129+563j),(-344+566j),(-744+209j),(-783-416j),(-339-965j),(425-1043j),(1102-539j),(1231+344j),(711+1124j),(-201+1352j),(-1071+898j),(-1459+8j),(-1140-956j),(765-1382j),(1524-591j),(1588+485j),(914+1397j),(-160+1672j),(-1196+1231j),(-3-79j),(-1516-910j),(-650-1687j),(493-1738j),(1480-1110j),(1869-10j),(1499+1151j),(572+1841j),(-700+1811j),(-1676+1068j),(-2006-144j),(-1549-1360j),(-459-2065j),(886-1971j),(1884-1081j),(2138+244j),(1517+1410j),(360+1938j),(-819+1685j),(-1582+832j),(-1720-246j),(-298-1715j),(791-1602j),(1630-852j),(1852+276j),(1328+1318j),(278+1771j),(-784+1488j),(37-86j),(-4-21j),(53+10j),(10-11j),(6-28j),(-16+2j),(-26+33j),(35+10j),(-15-17j),(34+23j),(21+32j),(-39+57j),(23+9j),(10+23j),(41-19j),(40-10j),(-11+1j),(-15+32j),(11+31j),(7+6j),(-3-13j),(-13+3j),(23+2j),(23+31j),(3+36j),(-4-8j),(-12-10j),(24-21j),(64-92j),(31+50j),(36-38j),(81+46j),(-79-79j),(16-17j),(-23+58j),(33-14j),(19-75j),(58+83j),-68j,(20+3j),(-40-2j),(2-93j),(1+70j),(-68+28j),(-19-59j),(-4-14j),(-31+6j),(35+10j),(26-18j),(4-21j),(15+33j),(-1-58j),(-12-21j),(11+10j),(-13+16j),(-2+12j),(-14-23j),(-9+23j),(-23+15j),(-36-6j),(-10+9j),(3+13j),(-21-14j),(11-10j),(11-18j),-14j,(-20+5j),(14-33j),(14+8j),(9-1j),(6-8j),(14+10j),(-45-4j),(-13+5j),(-37+7j),(34-16j),(27+2j),(34-1j),(-17+5j),(-4+27j),(-48+13j),(14+17j),(-1-23j),(-13-22j),(24-13j),-6j,(-10-21j),(14+37j),(-5-13j),(17-14j),(15+5j),(15-18j),(-7-6j),(-7-27j),(-24-7j),(4-17j),(-5+13j),(-13-11j),22j,(10-7j),(1+8j),(-7+16j),(15+4j),(17-14j),(-7+28j),(7+14j),(1-7j),(-3+27j),(13+37j),(-17-7j),(-16-15j),(13-1j),(18+35j),(-35-2j),(28-20j),(-21+12j),(13+10j),(16-17j),(9-11j),(14+11j),(-9-29j),(-20-17j),(13+12j),(3+30j),(-18+0j),(2+1j),(35+8j),(-21+14j),30j,(-17-11j),(37+40j),(12+29j),(28-18j),(28+15j),(23+25j),(9-40j),(50-27j),(32-7j),(-13-16j),(12+31j),(-14+11j),(17-35j),(13+5j),(49+31j),(-23-27j),(-12-47j),(17-29j),(-43-11j),(-28-32j),(16+27j),-25j,(-15+36j),(36+1j),(12-13j),(1-16j),(-9+32j),(12-4j),(-22-9j),(-10-43j),(-20+14j),(17-19j),(32+18j),(-2+26j),(5-16j),(26+7j),(7-2j),(-1-22j),(20+3j),(32+3j),(-28-21j),(-22-24j),(-19+5j),(4+3j),(16-9j),(-2+19j),(4+8j),(13+6j),(-9+11j),(-18+28j),(11+3j),(-82-27j)
1,(-105-300j),(161-330j),(378-137j),(410+162j),(217+427j),(-148+487j),(-480+332j),(-662-78j),(-523-566j),(-49-874j),(597-790j),(1068-271j),(1076+496j),(551+1124j),(-274+1278j),(-1047+858j),(-1407+36j),(-1188-856j),(-434-1433j),(1329-870j),(1618+106j),(1272+1055j),(410+1614j),(-626+1557j),(-1456+949j),(21-3j),(-1397-1070j),(-514-1702j),(544-1730j),(1451-1166j),(1889-156j),(1658+944j),(861+1696j),(-289+1956j),(-1351+1462j),(-1959+470j),(-1940-698j),(-1262-1691j),(-111-2155j),(1111-1890j),(1963-955j),(2085+298j),(1506+1322j),(498+1835j),(-590+1726j),(-1396+1087j),(-1549-855j),(-857-1597j),(156-1836j),(1162-1510j),(1798-631j),(1774+441j),(1166+1262j),(-59-66j),(-24-66j),(43-19j),(48-31j),(3+13j),(5+22j),(-17-21j),(-23-8j),(6-15j),(18+34j),(42+35j),(21+26j),(-38-44j),(-50+25j),(-2-8j),(9+9j),(-35-7j),(-19+26j),(5-41j),(-38+50j),(30+5j),(21+1j),(-31-4j),(1-34j),(19-5j),(-2-13j),(41+18j),(-17-6j),(-36+5j),(27+51j),(-4-61j),(126+35j),(35-30j),(15-194j),(-49-42j),(-48-30j),(150-36j),(-8-50j),(-52-62j),(13-89j),(-29-68j),(11-6j),(-45-24j),(11+24j),(27+23j),(4-10j),(7-31j),(-43-22j),(5-24j),(26-8j),(-11-13j),(-4+13j),(-21-1j),(-17+7j),(8-4j),(16-5j),(-1-23j),(-3-16j),(-5-48j),(-30+20j),(-11-22j),(2+15j),(-15+16j),(1-2j),(-16+14j),(8+3j),(-9-16j),(-25+25j),(17-44j),(-11+4j),(33-7j),(6-56j),(9-10j),(-1-2j),(1+14j),(6-14j),(9-9j),(-6+0j),(-5-1j),(8+10j),(2+0j),(-21+6j),(-9-9j),(-10+0j),(18+15j),(-15-1j),(-12+0j),(4-18j),(-21+7j),(-9+25j),(2+2j),-8j,(-15+7j),(12+14j),(13+10j),(-10-19j),(-19+10j),(19-3j),(16-1j),(-14+13j),(-10-3j),(-2+16j),(-1-5j),-6j,(10+9j),(-7+8j),-2j,(-15+0j),(10-12j),(15+5j),(-19-9j),(-11+16j),(11+0j),(-7-1j),(12-14j),(9-8j),(-15+9j),(-5-15j),(-2+0j),(-28-20j),(-2-32j),(21-32j),(-8+15j),(54+5j),(-31+6j),(-6+2j),(-9-19j),(2+0j),(15+19j),(4+10j),(-23+40j),(-54+18j),(45+15j),(25+12j),(48+41j),(37-49j),(50-27j),(25+20j),(-7-20j),(26+47j),(-11+66j),(56-3j),(36+0j),(24+48j),(-10-64j),(15-52j),(30-41j),(-36+7j),(-52-27j),(-31-79j),(-1-45j),(-38+30j),(69-21j),(53+31j),(-15-45j),(-5+13j),(39-28j),(-53+11j),(-44-40j),(15+62j),(13-52j),(15-30j),(41+26j),(-14-47j),(-6-59j),(42-17j),(-36-13j),(-41-19j),(-2-42j),(-8+28j),(-20+20j),(28+13j),(-24-10j),(5-1j),(24-39j),(19+5j),(-25-10j),(-6-3j),(-29+0j),(-42-1j),(-50-23j)
2,(329-46j),(172+342j),(-279+312j),(-422-153j),(-33-489j),(477-235j),(462+383j),(-186+661j),(-780+110j),(-480-768j),(567-846j),(1125+171j),(353+1178j),(-947+881j),(-1279-470j),(-156-1408j),(1215-798j),(1318+746j),(-78+1560j),(-1313-1002j),(289-1655j),(1622-546j),(1260+1208j),(-459+1691j),(-1706+419j),(67-13j),(530-1755j),(1781-382j),(1246+1380j),(-560+1820j),(-1875+431j),(-1359-1387j),(518-1927j),(1926-512j),(1448+1451j),(-545+1995j),(-2045+562j),(-1579-1473j),(463-2143j),(2073-749j),(1724+1384j),(-266+2094j),(-1846+797j),(-1552-1094j),(124-1805j),(1541-812j),(15+1793j),(-1582+973j),(-1679-870j),(-135-1923j),(1544-1112j),(1675+709j),(243+1676j),(-19-80j),(50-30j),(3-7j),(1+33j),(-17+11j),(-11-13j),(-11-17j),(-21+46j),(25-5j),(11-6j),(22-39j),(50+0j),(-18-58j),(-13-25j),(9+10j),(-11-19j),(13+16j),(27+6j),(30+27j),(34+44j),6j,(-21+4j),(-8-2j),(-42-11j),(-46-11j),(-5+32j),(-1+1j),(-33-39j),(-47+66j),(91+14j),(15+36j),(35+46j),(-40+58j),(109-123j),(100+50j),(-33+15j),(-145-19j),(15+85j),(-22+7j),(-10+62j),(-3+8j),(5+8j),(-23-16j),(36+11j),(-43+9j),(15+25j),(-30-28j),(28-18j),(20-7j),(9-12j),(-8+9j),(-18+27j),(-7-10j),(-23+4j),(7+10j),(11-5j),(7-4j),(-8+7j),(-1+27j),(-31+0j),(4+6j),(-5+3j),(-9-12j),(11-19j),(-14-2j),(-9-13j),(21+1j),(18+14j),(3+4j),(-7-8j),(-3-14j),(6-6j),(-3-2j),(14-18j),(-7-12j),(-7-9j),(-4+14j),(10-9j),(-2-11j),(8-4j),(6-10j),(-5+4j),(-5-9j),(22+6j),(-5+9j),(12-7j),(14-1j),(5-18j),-3j,(-6-12j),(-6+8j),(13-5j),(22+9j),(-4+13j),(-16+7j),(7+0j),(-5-12j),6j,(-11-3j),(-11-4j),(10-9j),(-3+6j),(-1-16j),(-20+3j),(-8-14j),(5-17j),(5+12j),(3+12j),(5+7j),(-11+2j),(-18-12j),(-8-8j),(3-10j),(6+5j),(9+5j),(12+12j),(-5-10j),(-7+8j),(-9+1j),(5-1j),(-9+1j),(3+7j),(-6-6j),-2j,(-6-6j),(6+6j),(8+7j),(1+5j),(17+3j),-7j,(-24+35j),(-38+4j),(14+44j),(-17+33j),(-31+5j),(-4+22j),(-24+1j),(-25-35j),(-10+25j),(40+0j),(27+37j),(15-42j),(48+6j),(25+41j),(6-48j),(34-14j),(21+20j),(21-35j),(44-20j),(-4+27j),(-3+51j),(28-36j),(-24-25j),(12-40j),(-32+20j),(14-8j),(8-42j),(-26+14j),(-29-4j),38j,(42-1j),(19+23j),(-28+29j),(31+17j),(-10+25j),(-26+3j),(25+31j),(-13+20j),(-14-11j),(3+13j),(16+4j),(13-3j),(-22-23j),(1-17j),(11-10j),(7-7j),(4+3j),(-20+12j),(-36-18j),(-8-25j),(-1+59j)
3,(210-235j),(333-162j),(400-24j),(399+153j),(336+319j),(195+464j),(2+579j),(-241+610j),(-520+547j),(-781+376j),(-969+74j),(-1040-305j),(-942-690j),(-674-1034j),(-313-1260j),(119-1325j),(567-1263j),(966-1060j),(1295-714j),(1570+190j),(1472+680j),(1228+1112j),(847+1435j),(384+1636j),(-50+1683j),(-14-25j),(-1019+1441j),(-1377+1097j),(-1651+695j),(-1814+247j),(-1841-225j),(-1735-706j),(-1527-1127j),(-1202-1518j),(-768-1790j),(-291-1963j),(213-2000j),(714-1937j),(1197-1735j),(1627-1387j),(1925-942j),(2012-413j),(1937+109j),(1763+542j),(1493+901j),(1195+1202j),(495+1654j),(107+1781j),(-338+1790j),(-787+1695j),(-1175+1436j),(-1421+1026j),(-1517+573j),(47-74j),(42-22j),(9-19j),(64-18j),(32+15j),(26-8j),(45+13j),(-30-4j),(17+23j),(-30+4j),(12-59j),(-31-24j),(-27+20j),(4+6j),(-5+9j),(11+6j),(41+8j),(-2-13j),(46+13j),(-12-12j),(-5+32j),(4+6j),(1+0j),(42-48j),(-7-30j),(-2+4j),(13-66j),(19-6j),(10+6j),(-77-8j),(-37-18j),(-11+6j),(-32-70j),(65+26j),(80-14j),(-36+111j),(83+112j),(7+28j),(-23+41j),(60-27j),(36+32j),(-27-29j),(27+47j),(19-43j),(2+19j),(-6+16j),(-47-17j),(7+32j),(-12+7j),(9-34j),(8-28j),(18-25j),(1+6j),(-1-4j),-10j,(23-34j),(7-27j),(-8+7j),(27+21j),(-19+9j),(-15-1j),(4+47j),(24+25j),(-2+16j),(3-11j),(-8-19j),(-7+14j),(21+23j),(21+23j),(10+9j),(26-2j),(-7-12j),(8-14j),(-1-13j),(6-7j),(-3+6j),(10-20j),(-6-3j),(-7-9j),(40-16j),(8-1j),(-13+1j),(-13+8j),(20+6j),(-6+10j),(12-29j),-10j,(4+14j),(-6-1j),(3+10j),(24-14j),(-25+12j),(-2+16j),(-8+21j),(8+2j),(16-30j),(-7-1j),(-10+9j),(-5+16j),(-2-3j),(11-5j),(-17-12j),(-18+9j),(3+11j),(-25-12j),(-1-23j),(9-4j),(-1-7j),(-14+7j),(4+6j),(-17-11j),(-8+10j),(-8+29j),(9+14j),(-13-15j),(-2-7j),(-12+5j),(2+21j),(11+10j),(6+26j),(-17-12j),(-16-8j),(-17-6j),(26+1j),(-1+5j),(21-39j),(-3+4j),(25+1j),(-12-13j),(1-13j),(25-36j),(47+4j),(-36+9j),(-55-17j),(-16-17j),(14+54j),(6+25j),(-7+62j),(12-25j),(-25+46j),(-42+10j),(47-27j),(27+3j),(50+3j),(-19-12j),(-23-11j),(-7-33j),(21+40j),(-5+32j),(9+5j),(-32+39j),(50-26j),(-15+27j),(-17+10j),(38+10j),(-8+22j),(44+33j),(-18-28j),(-32-13j),(-23+31j),(8-31j),(31-26j),(-1+14j),(-14+7j),(-42-18j),(-25-14j),(1+36j),(-5+11j),(-15+18j),(19-29j),(29-21j),(-3-3j),(30-27j),(6+6j),(6+17j),(-8+8j),(7-12j),(51+3j),(12+41j),(12-64j),(-17-23j)
4,(94+276j),(-91+316j),(-288+232j),(-395+31j),(-379-216j),(-207-410j),(52-543j),(362-488j),(664-243j),(812+144j),(677+616j),(282+998j),(-282+1083j),(-836+847j),(-1181+347j),(-1237-299j),(-986-920j),(-458-1327j),(250-1412j),(1392-620j),(1549+117j),(1366+844j),(819+1379j),(85+1631j),(-644+1524j),(-6-33j),(-1658+447j),(-1678-367j),(-1369-1080j),(-816-1604j),(-79-1817j),(709-1693j),(1351-1198j),(1794-542j),(1903+296j),(1637+1063j),(1036+1697j),(248+2014j),(-631+1985j),(-1394+1571j),(-1914+850j),(-2011-14j),(-1746-823j),(-1200-1384j),(-491-1670j),(257-1668j),(1436-933j),(1746-304j),(1735+459j),(1432+1170j),(821+1616j),(67+1718j),(-610+1465j),(-21-49j),(36-31j),(35+1j),(35-12j),(20+29j),(15+27j),(34+11j),(5-31j),(-8+12j),(17-2j),(23-9j),(17-6j),(-7-1j),(23+17j),(-16-18j),(19+9j),(-34+12j),(-7+15j),(-19+34j),(53+25j),(-8-8j),(32+7j),(-9+21j),(-9+3j),(-20+44j),(11+20j),(-20-2j),(84-21j),(-61-77j),(-16-125j),(-69+91j),(-35+37j),(66-39j),(5-7j),(60+12j),(-8-74j),(-52+33j),(49-70j),(-59-76j),(31+21j),(-15-4j),(-28+102j),(-38+1j),(6-80j),(36+69j),(4+40j),(-18-4j),(-32+24j),(-12+20j),(-6-1j),(1+8j),(26+13j),(13+31j),(-19-16j),(8-24j),(25-29j),(-24-11j),(-38+25j),(-38+48j),(13+9j),(-6+15j),(-7-26j),(-12+12j),(-11+2j),(-5+24j),(-9+12j),(-6-24j),(6-17j),(1+0j),(18+10j),(-11+11j),(-5-4j),-6j,(-21-4j),(1-4j),(10+4j),(3-5j),(3-4j),(-11-9j),(19+13j),(12-9j),(6+30j),(-19+5j),(-5-3j),(11-3j),0j,(1+0j),(3+1j),(-14+10j),(16+7j),(-6-7j),(-17+5j),(-1-4j),(1-4j),(-1-8j),(3-14j),(9+12j),(8+1j),(-9+28j),(-1-1j),(-2-2j),(-7+6j),(-19-6j),(4+13j),(-18-4j),(-17+13j),(-7+17j),(-4-11j),(-14-12j),(-19+8j),4j,(-3+4j),(21-5j),(-21+2j),(-12+1j),(12-10j),(-6-7j),(5+7j),(12-8j),(26+3j),(2+3j),(12+12j),(1-5j),(-26-24j),(5+2j),(-26-5j),5j,(18-27j),(9+7j),(13-10j),(16+33j),(18+41j),(5-38j),(3-31j),(21-40j),(-40+8j),(-58-25j),(-32-29j),(13+44j),(-11-53j),(15-31j),(-49+52j),(-65+17j),(-34-12j),(18+26j),(10+41j),(23+62j),(4-53j),(23-34j),(69-2j),(39+2j),(-45-31j),(35+40j),(11+44j),(-1-43j),(10-1j),(59-4j),(-42+2j),(-20-19j),(3+27j),(-3-56j),(23-48j),(28-12j),(-33-8j),(-20-30j),(-26-31j),(-22+53j),(-32+12j),(-28+12j),(49+16j),(20+16j),(-19-28j),(5+43j),(-7-15j),(10-4j),(-28-7j),(8-8j),(16+8j),(-40-17j),-81j,(-50+47j)
5,(-79+319j),(-246+281j),(-380+160j),(-445-27j),(-425-233j),(-296-416j),(-125-572j),(132-651j),(451-612j),(764-449j),(974-123j),(1069+303j),(941+713j),(634+1067j),(226+1284j),(-261+1326j),(-737+1180j),(-1137+892j),(-1395+446j),(-1429-563j),(-1178-1034j),(-814-1400j),(-318-1583j),(213-1635j),(701-1501j),(-5+49j),(1491-812j),(1703-356j),(1744+180j),(1656+688j),(1410+1150j),(1020+1519j),(582+1758j),(34+1893j),(-524+1849j),(-1029+1652j),(-1492+1308j),(-1846+889j),(-2071+335j),(-2090-242j),(-1948-820j),(-1577-1255j),(-1109-1575j),(-599-1708j),(-97-1727j),(370-1627j),(1175-1208j),(1502-900j),(1715-464j),(1813+16j),(1733+508j),(1437+918j),(1040+1201j),(-58-24j),(-27-25j),(9-18j),(-12-19j),(-5+21j),(20-21j),(25-45j),(-40+9j),(16-17j),(-9+10j),(-28-7j),(-26-4j),(36+18j),(17+20j),(17-1j),(-18-19j),(18-21j),(-1-29j),-34j,(-20+11j),(9+0j),(4-13j),(19+17j),(-29-6j),(-12+14j),(26+12j),(-45-34j),(26+66j),(64-71j),(27+13j),(-154+0j),(-158-10j),(11-51j),(44+102j),(-31+103j),(44-75j),(82-74j),(-29-69j),(55-48j),(-1+22j),(-27-5j),(-37-9j),(-44+4j),(-11+17j),(-5-33j),(-10-3j),(-20-4j),(-24+19j),(7-35j),(4-1j),(15+10j),(3-9j),(-1-32j),(-5-13j),(-11+6j),(-21-21j),(16+1j),(-14+8j),(-2+0j),(5+6j),(-22+6j),(-7+2j),(9+13j),(4+10j),(12-4j),(-6-3j),(-15-8j),(10+9j),(1-4j),(23+2j),(11-7j),(-8-3j),(-12+14j),(27+18j),(-2+12j),(12+7j),(-7-1j),(9-6j),(-6+16j),(4+7j),(7+33j),(4-10j),(11+1j),(-4-10j),(-23+11j),(16+9j),(8-2j),(-16+6j),(1+8j),(-3-5j),(6-8j),(2-7j),(10+6j),(-16-10j),(7-4j),(-12+5j),(-3+7j),(19-2j),(6-14j),(8-20j),-5j,(-3+12j),(3+14j),(4-7j),(-3+5j),(1+4j),(6+14j),(7+10j),(7+0j),(1-3j),(4-5j),(-9+1j),(2-5j),(-18-16j),(-13+16j),(-7+5j),(8+2j),(8-2j),(10-15j),(9+0j),(12+17j),(4+3j),(12-11j),4j,(4-3j),(5-6j),(-6-7j),(-4+12j),(5+1j),(-2+13j),(-10+31j),(-13+33j),(30-34j),(33-20j),(32-25j),(-32-22j),(-25-5j),(-42-22j),(5+38j),(-11-39j),(2-41j),(-23+32j),(-32+26j),(-31+20j),(18-8j),(27+2j),(46+3j),(-42-18j),(-31-25j),(-38-49j),(-20-39j),(-8+29j),(15-46j),(20-38j),(-20+21j),(-8-16j),(-44+5j),(29+11j),(22+21j),(-5-40j),(22+18j),(-13+36j),(-37+1j),(45-5j),(30-2j),(29+15j),(-31-32j),(-16-20j),(8-36j),(-22+32j),(-10+28j),(9+2j),(-26+3j),(-21-4j),(-19-30j),(4-24j),(-1+15j),(-25-5j),(-43+36j),(57+69j),(100+41j)
6,(-287+79j),(-326-79j),(-278-241j),(-147-366j),(39-431j),(243-381j),(436-280j),(576-86j),(629+190j),(565+490j),(346+765j),(31+940j),(-372+937j),(-745+769j),(-1017+440j),(-1160+36j),(-1116-407j),(-928-822j),(-593-1116j),(292-1295j),(734-1135j),(1067-860j),(1297-463j),(1397-35j),(1349+440j),(-25-4j),(826+1194j),(425+1397j),(-8+1488j),(-461+1440j),(-879+1286j),(-1222+970j),(-1471+612j),(-1590+151j),(-1612-322j),(-1466-756j),(-1227-1184j),(-883-1507j),(-423-1752j),(88-1802j),(598-1691j),(1013-1406j),(1306-1010j),(1464-576j),(1497-141j),(1438+273j),(1069+990j),(787+1267j),(432+1464j),(23+1553j),(-404+1496j),(-771+1264j),(-1029+924j),(3-52j),(34-25j),(33-6j),(27-7j),(-12+10j),(31+43j),(21-7j),(-36-11j),(19+4j),(15-26j),(-11-12j),(2-33j),(22+21j),(-5-16j),(3+11j),(17-32j),(14+27j),(26-17j),(10-3j),(-13-6j),(-31-4j),(-16+16j),(10+13j),(-15-9j),(-9-15j),(-53+3j),(11-14j),(-11+16j),(13-14j),(-35+15j),(3+51j),(-5-54j),(22+58j),(144+70j),(-72-71j),(7+98j),(-53+2j),(95+66j),(25-78j),(45+11j),(-60-25j),(34+21j),(-31-73j),(-37+34j),(8+8j),(-3+14j),(-19-34j),(-2+15j),(29-20j),(-4+0j),(4-2j),(-7-10j),(4+13j),(11-1j),(-22-16j),(18-9j),(3+11j),(-10+7j),(16-7j),(27+5j),-21j,(5+19j),(-4-12j),(4+10j),(9-10j),(8-13j),(19+10j),(7+2j),(-7-9j),(7+1j),(-6-2j),(2+4j),(11-8j),(-18-8j),(8+7j),9j,(3+10j),(3+7j),(11+21j),(-1-4j),(-3+1j),(12+6j),-10j,(-12-6j),(6-20j),(10-5j),(-15+1j),(-12+3j),(-5-10j),(-4-2j),(-19+4j),(-1+5j),(-5-5j),(5-12j),(7-6j),(-2-1j),(9+11j),(-6-16j),(-10+6j),1j,(2-8j),(23+8j),(-5-8j),(-13-3j),(11-3j),(2-16j),(-9+0j),(4+10j),(-8-11j),(2-9j),(16-13j),(-1+4j),(-5+2j),(-1-10j),17j,(14+8j),(-2-1j),(13+11j),(3-11j),(7+1j),(11+13j),(-3-11j),(-1+2j),(17+9j),(8+3j),(7+7j),(-19-11j),(12+2j),(1-8j),(7-5j),(38+5j),(26-12j),(-24-22j),(-27-7j),(-26-16j),(10+30j),(3+29j),(-15+25j),(25-27j),(-24+32j),(-35+21j),(55-13j),(48+27j),(42+29j),(-29-28j),(-22-36j),(-24-46j),(3+45j),(-12+42j),(-31+37j),(-20+15j),(29-8j),(-27+13j),(-31-9j),(40+14j),(8+14j),(23+36j),(-8-25j),(10-44j),(-12+28j),(32-28j),(30-8j),(39+15j),(-17-2j),(-15-21j),(-10-36j),(-6+28j),(5+17j),(-16+11j),(7-10j),(16-2j),(-24-7j),(21+11j),(-2+21j),(12+30j),(-10+38j),(33-20j),(13-8j),(-9+12j),(-27+9j),(4+9j)
7,(358-118j),(333+236j),(7+447j),(-375+294j),(-502-111j),(-244-484j),(240-557j),(659-200j),(638+426j),(103+868j),(-679+701j),(-1097-45j),(-764-899j),(152-1202j),(1030-741j),(1275+262j),(700+1126j),(-345+1343j),(-1213+694j),(-699-1282j),(413-1445j),(1341-752j),(1460+416j),(757+1355j),(-360+1522j),(-12-44j),(-1561-306j),(-963-1307j),(193-1620j),(1268-1082j),(1707+44j),(1229+1169j),(160+1691j),(-1084+1381j),(-1757+302j),(-1528-971j),(-461-1767j),(853-1710j),(1795-717j),(1834+669j),(934+1717j),(-418+1798j),(-1463+1025j),(-1656-176j),(-1069-1190j),(-23-1547j),(1554-199j),(1354+874j),(425+1575j),(-729+1492j),(-1537+631j),(-1478-527j),(-684-1301j),(21+43j),(5+30j),(-17+10j),(-23-4j),(29+6j),(20-21j),(31-25j),(-31-25j),(11+3j),(-3-20j),(13-11j),(43-24j),(-31-5j),(6-1j),(-10-27j),(-15+10j),(-10+0j),(-18+0j),(-10-44j),(-4-6j),(6-1j),(-21-11j),(12-18j),(16-16j),(-20-12j),(-47+2j),(-4+25j),(45-72j),-10j,(89+55j),(70-32j),(-44+48j),(-56-15j),(30-12j),(31-115j),(-21+105j),(-90-80j),(-56-128j),(-90+61j),(-96+48j),(-83-5j),(5-18j),(43-52j),(14-43j),(-2-33j),(-17-12j),(2+11j),(36-4j),(5-13j),(37-4j),(11-5j),(-11+14j),(6-1j),(-7+7j),(6+0j),(-10-24j),(-5-32j),(4+24j),(-14+12j),(22+23j),(-22+8j),(-3+9j),(7+13j),(6+5j),(3+3j),(-10-5j),(-20-15j),(7+2j),(10+2j),(-7-12j),(-6-1j),(-17+11j),(-11+2j),(1-5j),(14+23j),(-12-18j),(-15-1j),(-5+15j),(-7-10j),(10+16j),(-9+3j),(-15-10j),(-1-9j),(-14-18j),(-10-3j),(11-12j),(-16-15j),(1-22j),(10+2j),(-3+11j),(17-3j),(-15+2j),(19-1j),(-3+7j),(2+8j),(6-5j),(-20+0j),(-21+12j),(25+10j),(-6-8j),(4-7j),(-16-9j),(14-6j),(-8-1j),(-18-8j),(2+4j),(5-2j),(-2+8j),(-8+4j),(-11+16j),(-16+8j),(1+5j),(-8+0j),(8+0j),(-14-4j),(23+9j),(-8+0j),(6-13j),(13-11j),(-4+5j),(3-1j),(13+6j),(-3-1j),11j,(-11+4j),(-3+12j),(-2+6j),(8-1j),(22-1j),(-9-6j),(31-25j),(44-7j),(-34-34j),(-22-39j),(8-38j),(-52+0j),(-14-37j),(-14-48j),(-29+29j),(44-12j),(48+16j),(-18-60j),(44-49j),(55-1j),(-40-28j),(-9-40j),(-6-38j),(-38+26j),(-35-12j),(-13-13j),(5-56j),(-34+22j),(55-7j),(29+49j),(-18-34j),(-10+2j),(44-31j),(-25-21j),(-11-54j),(-36+33j),(49-6j),(40+40j),(-21+24j),(18+1j),(39+10j),(20+33j),(33-28j),(49+1j),(30+9j),(19-21j),(24-15j),(-34-8j),(18+26j),(15+23j),-1j,(-20+9j),(-13-10j),(-20-2j),(19+73j),(13-4j),(-21+50j)
